video_id,author,published_at,updated_at,like_count,text
XOS_kGpXl0U,@markmaisner2724,2024-07-16T03:59:05Z,2024-07-16T03:59:05Z,1,great advice
XOS_kGpXl0U,@miguelhector376341,2024-07-13T22:17:29Z,2024-07-13T22:17:29Z,0,"I’m more into Asian girls, anyway showing the differences of getting a Asian girl"
XOS_kGpXl0U,@LiveForNowYt,2024-07-07T16:08:53Z,2024-07-07T16:08:53Z,1,You&#39;re the best in the game
XOS_kGpXl0U,@adunnou2075,2024-07-06T22:45:10Z,2024-07-06T22:45:10Z,0,"Haha bro when I get in there my brain stops functioning, I just wanna get out of there asap. So analyzing her and all of that is basically no option😂 high quality vids though"
XOS_kGpXl0U,@godfreyerasto1737,2024-07-03T18:45:20Z,2024-07-03T18:45:20Z,0,Adam I never see a guy on YouTube explain clearly the game like you…new sub I believe you’re going to hit 100kk soon you deserve
XOS_kGpXl0U,@lakshya10goyal60,2024-06-19T14:19:17Z,2024-06-19T14:19:17Z,1,i have never struggled with woman my advice is just dont be a creep and consent is the most important make sure they feel comfortable around you
XOS_kGpXl0U,@Paddehj,2024-06-10T19:25:54Z,2024-06-10T19:25:54Z,0,I found smiling makes no difference at all in the first few seconds.
XOS_kGpXl0U,@Gigachadindustries,2024-06-08T02:52:07Z,2024-06-08T02:52:07Z,1,More people need to see this
XOS_kGpXl0U,@JeromeLOC,2024-06-07T15:22:12Z,2024-06-07T15:22:12Z,1,Factual ❤
XOS_kGpXl0U,@ZenGamer97,2024-06-06T20:49:20Z,2024-06-06T20:49:20Z,1,Absolute facts 👌🏻 excellent
XOS_kGpXl0U,@roabba8994,2024-06-06T05:20:43Z,2024-06-06T05:20:43Z,4,"Let Richard and Eddie know we miss them, Street Attraction was solid"
XOS_kGpXl0U,@princebaloch5871,2024-06-06T01:56:28Z,2024-06-06T01:56:28Z,6,for the first time someone explaining the actual way to approach. Excellent job Broski keep doing it. Love ur content
XOS_kGpXl0U,@kebman,2024-06-05T20:59:56Z,2024-06-05T20:59:56Z,2,"I like your initial interaction with the girl on the street. It&#39;s just observations, while at the same time teasing her a bit with it, subtly making fun of her at the same time as you&#39;re complimenting. Or it&#39;s hard for her to know if you&#39;re complimenting or making fun, making her every so slightly self-conscious."
XOS_kGpXl0U,@melodicroutes,2024-06-05T20:01:01Z,2024-06-05T20:01:01Z,1,Interesting stuff
XOS_kGpXl0U,@mr_white743,2024-06-05T09:23:53Z,2024-06-05T09:23:53Z,2,"Big ups. Online dating is horrific, need to get out. Videos are helping"
XOS_kGpXl0U,@ianli9455,2024-06-05T05:29:19Z,2024-06-05T05:29:19Z,1,"Cold approach does give a lot more possibility than online app, great music in the background btw"
XOS_kGpXl0U,@zatarawood3588,2024-06-04T22:56:19Z,2024-06-04T23:14:47Z,0,Good advice. Which country did you get your amber chain from btw? Curious as seen them in various places.
XOS_kGpXl0U,@IAmLorenzoF,2024-06-04T22:32:55Z,2024-06-04T22:32:55Z,1,"The only people who actually teach people pickup, done the correct way ❤️ my boys"
